pl_name,hostname,sy_dist,pl_rade,pl_masse,pl_orbper,pl_orbsmax,pl_eqt,st_teff,st_lum,st_rad,st_mass,st_age,st_spectype,discoverymethod,disc_year,pl_controv_flag
WASP-59 b,WASP-59,115.93600000,8.68700000,2.74276000000000e+02,7.91958500000,0.0697000000,670.00,4650.00,-0.79407,0.613000,0.719000,0.5000,K5 V,Transit,2012,0
HAT-P-39 b,HAT-P-39,697.00400000,17.60900000,1.90372000000000e+02,3.54387000000,0.0509000000,1752.00,6430.00,0.60700,1.625000,1.404000,2.0000,,Transit,2012,0
alf Ari b,alf Ari,20.21019000,13.40000000,,380.80000000000,1.2000000000,,4553.00,1.93400,13.900000,1.500000,,K2III,Radial Velocity,2010,0
GJ 536 b,GJ 536,10.40920000,2.41000000,,8.70874000000,0.0668000000,451.00,3641.00,-1.35291,0.529000,0.528000,4.2000,M1 V,Radial Velocity,2016,0
WTS-2 b,WTS-2,1030.76834437,15.27786700,3.55969600000000e+02,1.01870680000,0.0185500000,2000.00,5000.00,-0.28812,0.752000,0.820000,0.6000,K2 V,Transit,2014,0
KELT-6 c,KELT-6,240.72600000,13.00000000,,1276.00000000000,2.3900000000,,6272.00,0.49300,1.529000,1.126000,4.9000,F8,Radial Velocity,2015,0
Ross 458 c,Ross 458,11.50940000,14.01125000,1.90698000000000e+03,,1100.0000000000,,3965.42,-1.29769,0.562566,0.556419,0.5000,M2,Imaging,2010,0
Kepler-38 b,Kepler-38,1174.59000000,4.30000000,1.22000000000000e+02,105.59900000000,0.4632000000,475.00,5623.00,0.49161,1.752000,0.941000,10.0000,G4 V,Transit,2012,0
HD 114783 b,HD 114783,21.06280000,13.70000000,,493.70000000000,1.1600000000,,5135.00,-0.37250,0.840622,0.853000,6.0000,K0,Radial Velocity,2001,0
HAT-P-13 b,HAT-P-13,246.81000000,14.25800000,2.70462000000000e+02,2.91625000000,0.0438300000,1740.00,5653.00,0.34600,1.756000,1.320000,5.0000,G4,Transit,2009,0
ROXs 42 B b,ROXs 42 B,143.59000000,12.50000000,2.86000000000000e+03,,157.0000000000,1975.00,3433.00,-0.79156,1.336580,1.000000,0.0027,M0,Imaging,2013,0
HD 95086 b,HD 95086,86.22790000,12.90000000,1.58900000000000e+03,,55.7000000000,1000.00,7595.00,0.82124,1.486670,1.600000,0.0170,A8 III,Imaging,2013,0
HD 233604 b,HD 233604,847.05800000,12.70000000,,192.00000000000,0.7470000000,,4791.00,1.75000,10.900000,1.500000,2.4000,K5,Radial Velocity,2013,0
WD 0806-661 b,WD 0806-661,19.24440000,12.60000000,2.54262725600000e+03,,2500.0000000000,340.00,9552.00,,,0.620000,2.1000,DQ,Imaging,2011,0
Kepler-63 b,Kepler-63,194.03300000,6.11000000,1.20000000000000e+02,9.43415050000,0.0800000000,791.00,5576.00,-0.15700,0.901000,0.984000,0.2100,G5,Transit,2013,0
Kepler-77 b,Kepler-77,639.41100000,10.76100000,1.36661000000000e+02,3.57878087000,0.0450100000,1440.00,5520.00,-0.04600,0.990000,0.950000,7.5000,G5 V,Transit,2013,0
HAT-P-44 c,HAT-P-44,347.85000000,13.00000000,,872.20000000000,1.7520000000,,5295.00,-0.19400,0.949000,0.942000,7.5000,,Radial Velocity,2014,0
HATS-5 b,HATS-5,246.38400000,10.22300000,7.53230000000000e+01,4.76338700000,0.0542000000,1025.00,5304.00,-0.26800,0.871000,0.936000,3.6000,G,Transit,2014,0
HD 10180 d,HD 10180,38.96070000,,3.29588058059000e+03,16.35700000000,0.1285900000,,5911.00,0.17319,1.109000,1.060000,4.3000,G1 V,Radial Velocity,2010,0
WTS-1 b,WTS-1,2346.01000000,16.70000000,1.27444000000000e+03,3.35205700000,0.0470000000,1500.00,6250.00,0.08842,1.150000,1.200000,2.5500,F6 V,Transit,2012,0
Kepler-297 c,Kepler-297,692.14000000,6.54000000,4.21000000000000e+01,74.92013700000,0.3360000000,409.00,5619.00,-0.09608,0.915000,0.927000,1.9000,,Transit,2014,0
Kepler-347 b,Kepler-347,1298.88000000,1.97000000,,12.79836000000,0.1100000000,908.00,6088.00,0.34232,1.005000,0.922000,11.7500,,Transit,2014,0
CoRoT-26 b,CoRoT-26,1045.18000000,14.12000000,1.65260000000000e+02,4.20474000000,0.0526000000,1600.00,5590.00,0.45100,1.790000,1.090000,8.6000,G5,Transit,2013,0
CoRoT-25 b,CoRoT-25,1103.48000000,12.11000000,8.58100000000000e+01,4.86069000000,0.0578000000,1330.00,6040.00,0.14101,1.190000,1.090000,4.5000,F9,Transit,2013,0
Kepler-186 b,Kepler-186,177.59400000,1.07000000,,3.88679070000,0.0343000000,571.00,3788.00,-1.38500,0.472000,0.478000,4.0000,M1,Transit,2014,0
91 Aqr b,91 Aqr,44.03040000,13.10000000,,181.40000000000,0.7000000000,,4665.00,1.69239,11.000000,1.400000,3.5600,K0 III,Radial Velocity,2013,0
GJ 163 b,GJ 163,15.12850000,3.25000000,,8.63182000000,0.0607000000,,3500.00,-1.70800,0.409738,0.400000,6.0000,M,Radial Velocity,2013,0
Kepler-27 c,Kepler-27,1044.36000000,4.90000000,4.38587000000000e+03,31.33090000000,0.1910000000,481.00,5400.00,-0.32941,0.590000,0.650000,1.6200,,Transit,2011,0
Kepler-27 b,Kepler-27,1044.36000000,4.00000000,2.89531000000000e+03,15.33480000000,0.1180000000,610.00,5400.00,-0.32941,0.590000,0.650000,1.6200,,Transit,2011,0
Kepler-139 c,Kepler-139,391.03800000,3.38000000,1.30000000000000e+01,157.07287800000,0.5860000000,350.00,5594.00,0.01598,1.300000,1.078000,5.1000,,Transit,2014,0
Kepler-311 c,Kepler-311,778.65400000,1.43000000,,19.73828600000,0.1450000000,744.00,5905.00,0.19328,1.188000,0.994000,1.9500,,Transit,2014,0
Kepler-186 d,Kepler-186,177.59400000,1.40000000,,13.34299600000,0.0781000000,379.00,3788.00,-1.38500,0.472000,0.478000,4.0000,M1,Transit,2014,0
Kepler-11 d,Kepler-11,646.34600000,3.12000000,7.30000000000000e+00,22.68450000000,0.1550000000,653.00,5663.00,0.12020,1.065000,0.961000,8.5000,,Transit,2010,0
Kepler-11 b,Kepler-11,646.34600000,1.80000000,1.90000000000000e+00,10.30390000000,0.0910000000,849.00,5663.00,0.12020,1.065000,0.961000,8.5000,,Transit,2010,0
Kepler-31 c,Kepler-31,1664.64000000,5.30000000,1.49370000000000e+03,42.63180000000,0.2600000000,615.00,6340.00,0.30134,1.220000,1.210000,0.2800,,Transit,2011,0
Kepler-32 c,Kepler-32,323.84700000,2.00000000,1.58900000000000e+02,8.75220000000,0.0900000000,451.00,3900.00,-1.29243,0.530000,0.580000,5.6000,M1 V,Transit,2011,0
Kepler-1735 b,Kepler-1735,245.30300000,1.19429134,,7.71792984000,0.0621000000,502.00,3975.00,-1.19302,0.509000,0.535000,8.1700,,Transit,2021,0
HD 66141 b,HD 66141,68.15090000,12.80000000,,480.50000000000,1.2000000000,,4323.00,2.24000,21.400000,1.100000,6.8400,K2 III,Radial Velocity,2012,0
HD 208527 b,HD 208527,312.20200000,12.50000000,,875.50000000000,2.1000000000,,4035.00,2.86322,51.100000,1.600000,2.0000,M1 III,Radial Velocity,2012,0
MOA-bin-1L b,MOA-bin-1L,5100.00000000,13.00000000,1.20000000000000e+03,,8.3000000000,,,,,0.750000,,,Microlensing,2012,0
GU Psc b,GU Psc,47.55010000,14.17900000,3.59130000000000e+03,,2000.0000000000,1050.00,4031.81,-1.60189,0.450458,0.325000,0.1000,M3,Imaging,2014,0
GJ 163 c,GJ 163,15.12850000,2.50000000,,25.63058000000,0.1254000000,,3500.00,-1.70800,0.409738,0.400000,6.0000,M,Radial Velocity,2013,0
GJ 163 d,GJ 163,15.12850000,5.92000000,,603.95116000000,1.0304000000,,3500.00,-1.70800,0.409738,0.400000,6.0000,M,Radial Velocity,2013,0
Kepler-32 d,Kepler-32,323.84700000,2.70000000,3.99089000000000e+01,22.78020000000,0.1300000000,328.00,3900.00,-1.29243,0.530000,0.580000,5.6000,M1 V,Transit,2012,0
Kepler-31 d,Kepler-31,1664.64000000,3.90000000,2.16124400000000e+03,87.64510000000,0.4000000000,484.00,6340.00,0.30134,1.220000,1.210000,0.2800,,Transit,2014,0
HAT-P-45 b,HAT-P-45,298.64000000,15.98400000,2.83492000000000e+02,3.12899200000,0.0452000000,1652.00,6330.00,0.40000,1.319000,1.259000,2.0000,,Transit,2014,0
HAT-P-44 b,HAT-P-44,347.85000000,13.92200000,1.11871000000000e+02,4.30121900000,0.0507000000,1108.00,5295.00,-0.19400,0.949000,0.942000,7.5000,,Transit,2014,0
MOA-2010-BLG-073L b,MOA-2010-BLG-073L,2800.00000000,12.40000000,3.50000000000000e+03,,1.2100000000,,,,,0.160000,,,Microlensing,2012,0
HAT-P-27 b,HAT-P-27,199.17300000,11.43000000,1.97050000000000e+02,3.03957700000,0.0400000000,1091.99,5316.00,-0.26926,0.864673,0.916000,4.4000,G8,Transit,2011,0
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,20.77000000,11.90000000,9.05777000000000e+03,246.36000000000,0.3600000000,,,,,0.075000,1.0000,L1.5,Astrometry,2013,0
HIP 63242 b,HIP 63242,156.45600000,12.50000000,,124.60000000000,0.5650000000,,4830.00,1.63000,10.275655,1.540000,,G8,Radial Velocity,2013,0
Kepler-31 b,Kepler-31,1664.64000000,5.50000000,3.67418000000000e+01,20.86130000000,0.1600000000,781.00,6340.00,0.30134,1.220000,1.210000,0.2800,,Transit,2011,0
Kepler-32 f,Kepler-32,323.84700000,0.82000000,9.69228000000000e+02,0.74296000000,0.0130000000,1026.00,3900.00,-1.29243,0.530000,0.580000,5.6000,M1 V,Transit,2012,0
Kepler-58 d,Kepler-58,969.25200000,2.94000000,2.45343000000000e+02,40.10137100000,0.2360000000,583.00,6099.00,-0.00422,1.127000,1.024000,2.1400,,Transit,2014,0
Kepler-158 b,Kepler-158,315.17700000,2.12000000,,16.70918400000,0.1110000000,500.00,4623.00,-0.75667,0.624000,0.655000,13.9000,K,Transit,2014,0
Kepler-424 c,Kepler-424,698.64600000,12.70000000,,223.30000000000,0.7300000000,,5460.00,-0.15000,0.940000,1.010000,4.9000,,Radial Velocity,2014,0
KMT-2023-BLG-1896L b,KMT-2023-BLG-1896L,5490.00000000,4.19000000,1.63500000000000e+01,,2.8600000000,,,,,0.720000,,K6 V,Microlensing,2025,0
HD 190984 b,HD 190984,148.18700000,13.00000000,1.13782569706000e+03,4885.00000000000,5.5000000000,,5988.00,0.43000,1.530000,0.910000,,F8 V,Radial Velocity,2009,0
Kepler-134 c,Kepler-134,334.79700000,1.26000000,,10.10578500000,0.0920000000,892.00,5983.00,0.06051,1.176000,0.956000,3.5500,,Transit,2014,0
Kepler-210 b,Kepler-210,232.75000000,2.94000000,,2.45323400000,0.0320000000,737.00,4559.00,-0.79874,0.650000,0.770000,1.7800,M0 V,Transit,2014,0
Kepler-422 b,Kepler-422,722.79500000,12.89000000,1.36660000000000e+02,7.89144830000,0.0820000000,1028.00,5972.00,0.24000,1.240000,1.150000,3.4000,,Transit,2014,0
Kepler-426 b,Kepler-426,843.69500000,12.22000000,1.08060000000000e+02,3.21751883000,0.0414000000,1300.00,5725.00,-0.08900,0.920000,0.910000,6.0000,G1 V,Transit,2014,0
Kepler-16 b,Kepler-16,75.08520000,8.44930000,1.05833000000000e+02,228.77600000000,0.7048000000,,4450.00,-0.90301,0.648900,0.689700,3.8000,,Transit,2011,0
KOI-94 d,KOI-94,477.05200000,11.27000000,1.06000000000000e+02,22.34298900000,0.1684000000,806.00,6182.00,0.47900,1.520000,1.277000,3.1600,,Transit,2013,0
KOI-94 b,KOI-94,477.05200000,1.71000000,1.05000000000000e+01,3.74320800000,0.0511900000,1486.00,6182.00,0.47900,1.520000,1.277000,3.1600,,Transit,2013,0
Kepler-35 b,Kepler-35,1819.17000000,8.16000000,4.03630000000000e+01,131.45800000000,0.6034700000,,5606.00,-0.02700,1.028400,0.887700,,,Transit,2011,0
HD 103774 b,HD 103774,56.40890000,13.30000000,,5.88810000000,0.0700000000,,6489.00,0.54400,1.581047,1.335000,1.0500,F5 V,Radial Velocity,2013,0
HD 109271 b,HD 109271,55.87160000,4.31000000,,7.85430000000,0.0790000000,,5783.00,0.30100,1.294595,1.047000,7.3000,G5 V,Radial Velocity,2013,0
Kepler-415 c,Kepler-415,530.48700000,2.01000000,,8.70800000000,0.0695000000,543.00,4362.00,-0.80504,0.643000,0.670000,4.9000,,Transit Timing Variations,2014,0
HD 50554 b,HD 50554,31.16640000,12.80000000,1.85929618095000e+03,1293.00000000000,2.3530000000,,5987.00,0.14300,1.020000,1.040000,2.1600,F8 V,Radial Velocity,2002,0
Kepler-428 b,Kepler-428,686.28400000,12.11000000,4.03630000000000e+02,3.52563254000,0.0433000000,1070.00,5150.00,-0.39000,0.800000,0.870000,5.0000,K1 V,Transit,2014,0
Kepler-425 b,Kepler-425,646.64700000,10.96200000,7.94500000000000e+01,3.79701816000,0.0464000000,1070.00,5170.00,-0.32300,0.860000,0.930000,5.0000,K1 V,Transit,2014,0
WASP-70 A b,WASP-70 A,222.35500000,13.04700000,1.87512000000000e+02,3.71302030000,0.0485300000,1387.00,5763.00,0.16240,1.215000,1.106000,9.5000,G4,Transit,2014,0
KOI-94 e,KOI-94,477.05200000,6.56000000,3.50000000000000e+01,54.32031000000,0.3046000000,584.00,6182.00,0.47900,1.520000,1.277000,3.1600,,Transit,2013,0
Kepler-396 c,Kepler-396,223.75700000,5.30000000,1.79000000000000e+01,88.50500000000,0.3894600000,390.00,5656.00,-0.13461,1.060000,0.850000,0.6200,,Transit,2013,0
MOA-2010-BLG-477L b,MOA-2010-BLG-477L,2300.00000000,13.60000000,4.80000000000000e+02,,2.0000000000,,5950.00,,,0.670000,,,Microlensing,2012,0
Kepler-290 c,Kepler-290,694.62700000,2.70000000,,36.77031000000,0.2050000000,437.00,5147.00,-0.58591,0.743000,0.756000,1.1000,,Transit,2014,0
Kepler-290 b,Kepler-290,694.62700000,2.25000000,,14.58934700000,0.1100000000,594.00,5147.00,-0.58591,0.743000,0.756000,1.1000,,Transit,2014,0
HD 166724 b,HD 166724,45.13420000,13.00000000,1.20774794660000e+03,5144.00000000000,5.4200000000,,5127.00,-0.50900,0.797485,0.810000,4.0000,K0 IV-V,Radial Velocity,2012,0
Kepler-122 f,Kepler-122,1027.45000000,1.75000000,3.60000000000000e+01,56.26800000000,0.2857500000,543.00,5917.00,0.26993,0.949000,1.030000,7.9400,,Transit Timing Variations,2014,0
Kepler-96 b,Kepler-96,122.88100000,2.67000000,8.46000000000000e+00,16.23850000000,0.1261000000,711.00,5690.00,-0.05231,1.020000,1.000000,2.3400,,Transit,2014,0
KOI-13 b,KOI-13,519.09600000,16.94800800,2.94946240000000e+03,1.76358800000,0.0364100000,2550.00,7650.00,0.97100,1.740000,1.720000,1.1200,,Transit,2011,0
Kepler-17 b,Kepler-17,720.75300000,14.68000000,7.78650000000000e+02,1.48571080000,0.0259100000,1570.00,5781.00,0.01164,1.010340,1.040000,1.8000,G2 V,Transit,2011,0
Kepler-784 b,Kepler-784,1303.72000000,1.58000000,,31.59226460000,0.2211100000,688.00,5674.00,0.85693,1.320000,1.000000,9.1200,,Transit,2016,0
Kepler-880 b,Kepler-880,601.32400000,2.66000000,,7.71468975000,0.0915000000,1622.00,6761.00,0.66603,1.740000,1.460000,1.6600,,Transit,2016,0
CoRoT-23 b,CoRoT-23,1060.97000000,11.77000000,8.89900000000000e+02,3.63130000000,0.0480000000,1660.00,5900.00,0.08678,1.610000,1.140000,7.2000,G0 V,Transit,2011,0
BD+20 274 b,BD+20 274,1322.51000000,13.00000000,,578.20000000000,1.3000000000,,4296.00,1.96000,17.300000,0.800000,,K5 III,Radial Velocity,2012,0
HD 219415 b,HD 219415,165.18400000,13.80000000,,2093.30000000000,3.2000000000,,4820.00,0.62000,2.900000,1.000000,7.2330,K0 III,Radial Velocity,2012,0
HD 150706 b,HD 150706,28.26970000,13.30000000,7.72323029010000e+02,5894.00000000000,6.7000000000,,5961.00,0.03175,0.960000,1.170000,3.0000,G0 V,Radial Velocity,2012,0
OGLE-2011-BLG-0251L b,OGLE-2011-BLG-0251L,2570.00000000,14.20000000,1.70000000000000e+02,,2.7200000000,,,,,0.260000,,M,Microlensing,2012,0
Kepler-414 c,Kepler-414,413.46000000,3.01000000,2.99000000000000e+01,7.17100000000,0.0719500000,890.00,5536.00,-0.16917,0.946000,0.890000,1.5500,,Transit Timing Variations,2014,0
HAT-P-1 b,HAT-P-1,158.97900000,14.78467100,1.66860750000000e+02,4.46529976000,0.0556100000,1322.00,5980.00,0.22463,1.174000,1.151000,3.6000,G0 V,Transit,2006,0
Kepler-42 c,Kepler-42,40.05950000,0.73000000,6.03370000000000e+01,0.45328509000,0.0060000000,720.00,3068.00,-2.62000,0.170000,0.130000,4.5000,M,Transit,2011,0
Kepler-33 c,Kepler-33,1209.16000000,3.20000000,3.90000000000000e-01,13.17562000000,0.1189000000,1009.00,5904.00,0.55600,1.820000,1.291000,4.2700,,Transit,2011,0
Kepler-641 b,Kepler-641,969.91800000,1.85000000,,9.48961571000,0.0895000000,926.00,5713.00,0.39002,1.130000,1.020000,7.0800,,Transit,2016,0
Kepler-410 A b,Kepler-410 A,147.52700000,2.83800000,,17.83364800000,0.1226000000,866.00,6273.00,0.43500,1.352000,1.214000,2.7600,,Transit,2013,0
Kepler-314 c,Kepler-314,268.88100000,2.90000000,,5.96039200000,0.0640000000,890.00,5378.00,-0.22569,0.950000,0.990000,0.9800,,Transit,2014,0
Kepler-879 b,Kepler-879,802.67200000,2.57000000,,33.38559380000,0.2012000000,580.00,5792.00,0.03340,1.020000,1.020000,4.2700,G,Transit,2016,0
Kepler-865 b,Kepler-865,586.13700000,2.49000000,,14.16399294000,0.1057000000,694.00,5570.00,-0.29754,0.920000,0.930000,4.2700,,Transit,2016,0
Kepler-415 b,Kepler-415,530.48700000,1.21000000,1.19900000000000e+02,4.17600000000,0.0426000000,694.00,4362.00,-0.80504,0.643000,0.670000,4.9000,,Transit Timing Variations,2014,0
Kepler-338 e,Kepler-338,552.79800000,1.56000000,8.50000000000000e+00,9.34100000000,0.0897900000,1143.00,5999.00,0.58570,1.735000,1.140000,6.4600,,Transit Timing Variations,2014,0
Kepler-33 e,Kepler-33,1209.16000000,4.02000000,5.57000000000000e+00,31.78440000000,0.2138000000,752.00,5904.00,0.55600,1.820000,1.291000,4.2700,,Transit,2011,0
Kepler-33 b,Kepler-33,1209.16000000,1.74000000,,5.66793000000,0.0677000000,1336.00,5904.00,0.55600,1.820000,1.291000,4.2700,,Transit,2011,0
Kepler-46 c,Kepler-46,777.06000000,13.50000000,1.19499000000000e+02,57.01100000000,0.2799000000,455.00,5155.00,-0.25500,0.938000,0.902000,9.7000,,Transit Timing Variations,2012,0
Kepler-318 b,Kepler-318,489.14100000,4.71000000,,4.66271500000,0.0560000000,1039.00,5746.00,0.00394,1.189000,1.073000,0.9500,,Transit,2014,0
Kepler-314 b,Kepler-314,268.88100000,0.83000000,,2.46106900000,0.0350000000,1195.00,5378.00,-0.22569,0.950000,0.990000,0.9800,,Transit,2014,0
Kepler-46 b,Kepler-46,777.06000000,9.05700000,1.90700000000000e+03,33.60134000000,0.1968000000,543.00,5155.00,-0.25500,0.938000,0.902000,9.7000,,Transit,2012,0
USco CTIO 108 b,USco CTIO 108,144.01900000,12.30000000,4.44962000000000e+03,,670.0000000000,,2700.00,-1.95000,0.345365,0.060000,0.0030,M7,Imaging,2008,0
Kepler-130 c,Kepler-130,316.66300000,2.90000000,,27.50868000000,0.1780000000,683.00,5879.00,0.15500,1.170000,1.000000,5.8900,,Transit,2014,0
Kepler-418 b,Kepler-418,1002.53000000,13.45000000,3.49611247700000e+02,86.67856000000,0.3924900000,434.00,5820.00,0.11114,1.090000,0.980000,7.0000,,Transit,2014,0
Kepler-33 f,Kepler-33,1209.16000000,4.46000000,9.60000000000000e+00,41.02902000000,0.2535000000,691.00,5904.00,0.55600,1.820000,1.291000,4.2700,,Transit,2011,0
Kepler-33 d,Kepler-33,1209.16000000,5.35000000,3.91000000000000e+00,21.77596000000,0.1662000000,853.00,5904.00,0.55600,1.820000,1.291000,4.2700,,Transit,2011,0
HD 155358 c,HD 155358,43.61970000,13.90000000,,391.90000000000,1.0200000000,,5900.00,0.29949,1.380000,0.920000,10.7000,G0,Radial Velocity,2007,0
Kepler-52 b,Kepler-52,321.54200000,2.10000000,1.35000000000000e+02,7.87735650000,0.0637000000,553.00,4075.00,-0.99568,0.520000,0.540000,1.0100,M0 V,Transit,2012,0
Kepler-603 c,Kepler-603,1539.63000000,6.50000000,,127.90757740000,0.5343900000,401.00,5808.00,0.39156,1.010000,1.010000,4.3700,,Transit,2016,0
Kepler-952 b,Kepler-952,1304.25000000,7.65000000,,130.35469190000,0.5183000000,369.00,5730.00,0.09668,0.990000,1.000000,4.2700,,Transit,2016,0
Kepler-347 c,Kepler-347,1298.88000000,1.75000000,,27.32087100000,0.1830000000,705.00,6088.00,0.34232,1.005000,0.922000,11.7500,,Transit,2014,0
Kepler-158 c,Kepler-158,315.17700000,1.90000000,,28.55138300000,0.1580000000,418.00,4623.00,-0.75667,0.624000,0.655000,13.9000,K,Transit,2014,0
HAT-P-53 b,HAT-P-53,666.80200000,14.77346200,4.71659720000000e+02,1.96162410000,0.0315900000,1778.00,5956.00,0.21748,1.209000,1.093000,4.6700,,Transit,2015,0
HIP 74890 b,HIP 74890,78.65620000,13.30000000,,822.30000000000,2.1000000000,,4850.00,1.21484,5.770000,1.740000,4.4100,K1 III,Radial Velocity,2016,0
V0391 Peg b,V0391 Peg,1195.98000000,13.10000000,,1170.00000000000,1.7000000000,,29300.00,1.43287,0.230000,0.500000,10.0000,sdBV,Pulsation Timing Variations,2007,0
HD 197037 b,HD 197037,33.19440000,13.90000000,,1035.70000000000,2.0700000000,,6150.00,0.23857,1.105000,1.110000,1.9000,F7 V,Radial Velocity,2012,0
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,23.10000000,12.40000000,3.33710000000000e+03,10037.50000000000,2.6000000000,370.00,580.50,,,0.021000,,,Imaging,2011,0
Kepler-269 b,Kepler-269,2257.32000000,2.47000000,,5.32671800000,0.0610000000,1007.00,5847.00,0.36836,0.959000,0.920000,6.4600,,Transit,2014,0
Kepler-300 c,Kepler-300,1098.45000000,2.25000000,,40.71495500000,0.2320000000,516.00,5986.00,0.33994,0.900000,1.070000,3.6300,,Transit,2014,0
Kepler-149 d,Kepler-149,571.03400000,3.96000000,,160.01803200000,0.5710000000,306.00,5381.00,-0.11929,0.953000,1.013000,14.0000,,Transit,2014,0
Kepler-124 d,Kepler-124,420.04600000,1.11000000,,30.95085100000,0.1700000000,428.00,4984.00,-0.46737,0.636000,0.706000,1.8200,,Transit,2014,0
Kepler-276 d,Kepler-276,1144.86000000,2.80000000,1.63000000000000e+01,48.64800000000,0.2466600000,489.00,5693.00,-0.08948,1.030000,1.100000,0.4000,,Transit,2013,0
Kepler-114 c,Kepler-114,259.53300000,1.60000000,2.80000000000000e+00,8.04100000000,0.0648200000,507.00,4660.00,-0.68530,0.540000,0.560000,2.6900,M0 V,Transit,2013,0
XO-2 S c,XO-2 S,151.39800000,13.60000000,,120.80000000000,0.4756000000,,5399.00,-0.12302,1.020000,0.982000,7.1000,,Radial Velocity,2014,0
Kepler-93 c,Kepler-93,95.91150000,,9.54000000000000e+02,1460.00000000000,,,5669.00,-0.10565,0.920000,0.910000,5.0500,,Radial Velocity,2014,0
WASP-83 b,WASP-83,271.10300000,11.65736000,9.53490000000000e+01,4.97125200000,0.0590000000,1120.00,5510.00,-0.04966,1.050000,1.110000,5.0000,G8,Transit,2015,0
WASP-89 b,WASP-89,290.94600000,11.65736000,1.87519700000000e+03,3.35642270000,0.0427000000,1120.00,5130.00,-0.34333,0.880000,0.920000,1.3000,K3,Transit,2015,0
Kepler-402 c,Kepler-402,625.33900000,1.56000000,,6.12482100000,0.0680000000,1140.00,6090.00,0.20350,1.264000,1.072000,1.4000,,Transit,2014,0
Kepler-157 b,Kepler-157,773.71300000,1.32000000,,1.73234200000,0.0280000000,1546.00,5774.00,0.09117,1.044000,0.950000,7.5900,,Transit,2014,0
HATS-6 b,HATS-6,169.31800000,11.18658200,1.01387770000000e+02,3.32527250000,0.0362300000,712.80,3724.00,-1.09983,0.570000,0.574000,8.1000,M1 V,Transit,2015,0
Kepler-450 c,Kepler-450,455.98200000,2.62000000,1.25000000000000e+01,15.41313500000,0.1335100000,944.00,6197.21,0.55403,1.641620,1.190000,2.5700,,Transit,2015,0
Kepler-81 c,Kepler-81,348.29100000,2.37000000,4.30000000000000e+00,12.04000000000,0.0834700000,502.00,4385.00,-0.88941,0.590000,0.640000,3.6300,M0 V,Transit,2012,0
Kepler-412 b,Kepler-412,1086.24000000,15.03126900,2.99078030000000e+02,1.72086040000,0.0289700000,1850.00,5750.00,0.26854,1.287000,1.167000,5.3700,G3 V,Transit,2014,0
