pl_name,hostname,sy_dist,pl_rade,pl_masse,pl_orbper,pl_orbsmax,pl_eqt,st_teff,st_lum,st_rad,st_mass,st_age,st_spectype,discoverymethod,disc_year,pl_controv_flag
Kepler-1167 b,Kepler-1167,820.90500000,1.71000000,,1.00393373900,0.0175000000,1419.00,4971.00,-0.53589,0.750000,0.790000,4.2700,,Transit,2016,0
Kepler-1740 b,Kepler-1740,1061.77000000,3.32321414,,8.17240047500,0.0779000000,858.00,5705.00,-0.07942,0.905000,0.943000,,,Transit,2021,0
Kepler-1581 b,Kepler-1581,493.17500000,0.80000000,,6.28385491000,0.0686500000,1108.00,6022.00,0.39085,1.230000,1.120000,4.1700,,Transit,2016,0
Kepler-644 b,Kepler-644,1318.05000000,3.15000000,,3.17391710300,0.0464100000,1655.00,6747.00,0.71041,1.810000,1.490000,1.6200,,Transit,2016,0
Kepler-1752 b,Kepler-1752,962.88800000,4.54060463,,56.35850143000,0.2698000000,419.00,5446.00,-0.39819,0.821000,0.824000,7.2000,,Transit,2021,0
Kepler-280 c,Kepler-280,780.36100000,2.01000000,,4.80709100000,0.0560000000,1088.00,5744.00,-0.06437,0.886000,0.962000,5.6200,,Transit,2014,0
Kepler-1208 b,Kepler-1208,825.17600000,2.32000000,,11.08507637000,0.0901000000,665.00,5001.00,-0.55349,0.760000,0.800000,4.4700,,Transit,2016,0
Kepler-263 c,Kepler-263,754.74700000,2.47000000,,47.33277300000,0.2420000000,386.00,5265.00,-0.45614,0.785000,0.793000,2.2400,,Transit,2014,0
Kepler-1101 b,Kepler-1101,742.47300000,2.47000000,,81.31510590000,0.3483000000,393.00,5614.00,-0.35135,0.910000,0.940000,4.2700,,Transit,2016,0
HD 168746 b,HD 168746,41.56810000,11.10000000,,6.40400000000,0.0700000000,900.00,5570.00,0.04139,1.090000,1.070000,8.0000,G5,Radial Velocity,2002,0
TOI-2406 b,TOI-2406,55.41900000,2.86000000,1.56000000000000e+01,3.07668910000,0.0226700000,449.00,3100.00,-2.46218,0.204000,0.166000,,M4 V,Transit,2021,0
HD 18599 b,HD 18599,38.56530000,2.60000000,2.41000000000000e+01,4.13743540000,0.0480000000,863.00,5145.00,-0.42946,0.767000,0.863000,0.4000,K2 V,Transit,2022,0
Kepler-560 b,Kepler-560,109.30800000,1.72000000,,18.47764449000,0.0899000000,298.00,3556.00,-1.71700,0.330000,0.340000,4.0700,,Transit,2016,0
Kepler-150 d,Kepler-150,891.09200000,2.79000000,,12.56093000000,0.1040000000,734.00,5560.00,-0.16141,0.939000,0.956000,1.7400,,Transit,2014,0
Kepler-498 b,Kepler-498,938.84400000,3.03000000,,9.61375356000,0.0897000000,931.00,5744.00,0.17242,0.960000,0.980000,3.8900,,Transit,2016,0
Kepler-817 b,Kepler-817,1484.46000000,9.03000000,,3.99010622900,0.0493000000,1124.00,5861.00,0.08609,1.030000,1.030000,3.5500,,Transit,2016,0
Kepler-937 b,Kepler-937,1571.46000000,3.72000000,,67.66882700000,0.3214000000,495.00,6095.00,0.28097,1.220000,1.150000,3.2400,,Transit,2016,0
K2-10 b,K2-10,272.36000000,3.77300000,2.52000000000000e+01,19.30553000000,0.1370000000,649.00,5533.00,-0.10088,0.956000,0.880000,,F9,Transit,2015,0
Kepler-571 b,Kepler-571,723.87500000,2.64000000,,4.79859938800,0.0546000000,978.00,5527.00,-0.22253,0.900000,0.930000,4.6800,,Transit,2016,0
Kepler-1458 b,Kepler-1458,544.45000000,2.76000000,,47.98727640000,0.2486900000,493.00,5653.00,-0.24032,0.940000,0.960000,4.1700,,Transit,2016,0
Kepler-1600 c,Kepler-1600,1030.81000000,1.94206512,,7.29804992700,0.0696100000,786.00,5119.00,-0.33945,0.834000,0.818000,6.9200,,Transit,2021,0
Kepler-221 d,Kepler-221,385.23100000,2.73000000,3.61000000000000e+00,10.04156000000,0.0870000000,712.00,5243.00,-0.40429,0.821000,0.854000,1.7800,,Transit,2014,0
Kepler-626 b,Kepler-626,635.64300000,2.29000000,,14.48585199000,0.1091300000,784.00,5813.00,-0.04194,1.050000,1.010000,5.3700,,Transit,2016,0
Kepler-1549 b,Kepler-1549,803.05200000,2.57000000,,214.88654500000,0.6687000000,286.00,5324.00,-0.27333,0.840000,0.880000,4.7900,,Transit,2016,0
K2-62 c,K2-62,112.46700000,1.99000000,,16.19697000000,0.1148000000,495.00,4455.00,-0.72658,0.696000,0.670000,,,Transit,2016,0
Kepler-1149 b,Kepler-1149,1217.73000000,1.44000000,,3.73089898000,0.0473000000,1128.00,5833.00,0.16546,1.010000,1.020000,3.9800,,Transit,2016,0
Kepler-1288 b,Kepler-1288,814.07800000,1.12000000,,2.76122421000,0.0413500000,2017.00,6132.00,0.30207,1.290000,1.200000,2.8800,,Transit,2016,0
Kepler-128 b,Kepler-128,396.37900000,1.42100000,3.79000000000000e+00,15.00000000000,0.1254500000,968.00,6072.00,0.57542,1.659000,1.184000,4.0700,,Transit,2013,0
Kepler-1245 b,Kepler-1245,805.93600000,1.44000000,,4.35409304000,0.0484000000,1043.00,5306.00,-0.41093,0.830000,0.860000,4.5700,,Transit,2016,0
Kepler-1068 b,Kepler-1068,1473.61000000,3.63000000,,16.92344113000,0.1303800000,702.00,5806.00,-0.02521,1.010000,1.010000,4.1700,,Transit,2016,0
Kepler-150 e,Kepler-150,891.09200000,3.12000000,,30.82655700000,0.1890000000,544.00,5560.00,-0.16141,0.939000,0.956000,1.7400,,Transit,2014,0
Kepler-272 c,Kepler-272,889.60800000,1.79000000,9.78000000000000e+01,6.05734200000,0.0610000000,947.00,5297.00,0.06634,0.929000,0.910000,13.1800,,Transit,2014,0
Kepler-152 c,Kepler-152,441.09000000,2.39000000,,88.25505500000,0.3560000000,326.00,5088.00,-0.46488,0.724000,0.779000,2.0000,,Transit,2014,0
Kepler-1506 b,Kepler-1506,2366.02000000,1.32000000,,14.03291540000,0.1168000000,783.00,5676.00,0.42561,0.930000,0.950000,3.9800,,Transit,2016,0
CoRoT-3 b,CoRoT-3,768.77100000,11.32000000,6.88391000000000e+03,4.25680000000,0.0578300000,1695.00,6740.00,0.39086,1.560000,1.370000,2.2000,F3 V,Transit,2008,0
HD 205739 b,HD 205739,92.50870000,13.60000000,,279.80000000000,0.8960000000,,6176.00,0.36000,1.330000,1.220000,2.8400,F7 V,Radial Velocity,2008,0
HD 224693 b,HD 224693,93.50150000,14.00000000,,26.69040000000,0.1910000000,,5894.00,0.61000,1.930000,1.310000,4.1200,G2 V,Radial Velocity,2006,0
HD 16417 b,HD 16417,25.39360000,5.00000000,,17.24000000000,0.1400000000,,5841.00,0.44317,1.639984,1.200000,7.0000,G1 V,Radial Velocity,2008,0
HD 19994 b,HD 19994,22.52420000,13.60000000,,466.20000000000,1.3050000000,,6188.00,0.58000,1.796470,1.365000,2.4000,F8 V,Radial Velocity,2003,0
GJ 179 b,GJ 179,12.35600000,13.80000000,3.01936986650000e+02,2288.00000000000,2.4100000000,,3370.00,-1.79600,0.380000,0.357000,,M3.5 V,Radial Velocity,2009,0
GQ Lup b,GQ Lup,151.16900000,33.60000000,6.35600000000000e+03,,100.0000000000,2650.00,4360.00,-0.07239,1.941530,0.700000,0.0010,K7e V,Imaging,2004,0
HD 37605 b,HD 37605,46.78640000,13.20000000,,55.01292000000,0.2770000000,,5329.00,-0.22000,0.910000,0.940000,5.6500,K0,Radial Velocity,2004,0
HD 33283 b,HD 33283,89.86230000,12.50000000,,18.19910000000,0.1508000000,,5935.00,0.64000,1.970000,1.380000,3.6300,G3/G5 V,Radial Velocity,2006,0
HD 9446 b,HD 9446,50.35030000,14.00000000,,30.05200000000,0.1890000000,,5793.00,0.04139,1.000000,1.000000,,G5 V,Radial Velocity,2009,0
HD 134987 c,HD 134987,26.18040000,13.90000000,,5000.00000000000,5.8000000000,,5585.00,0.25527,1.250000,1.100000,8.4000,G5 V,Radial Velocity,2009,0
HD 110014 b,HD 110014,100.75800000,12.40000000,,835.47700000000,2.1400000000,,4445.00,2.30408,20.900000,2.170000,0.9500,K2 III,Radial Velocity,2009,0
HD 79498 b,HD 79498,48.94890000,13.60000000,,1807.00000000000,2.9800000000,,5748.00,0.03000,1.050000,1.080000,2.7100,G5,Radial Velocity,2011,0
HD 45652 b,HD 45652,34.85410000,14.30000000,,44.07300000000,0.2370000000,,5294.00,-0.20000,0.940000,0.920000,8.4000,G8/K0,Radial Velocity,2008,0
HIP 79431 b,HIP 79431,14.53240000,13.40000000,,111.70000000000,0.3600000000,,3191.00,-1.54921,0.478625,0.490000,,M3 V,Radial Velocity,2009,0
GJ 876 b,GJ 876,4.67517000,13.30000000,7.23223500000000e+02,61.11660000000,0.2083170000,,3293.74,-1.90658,0.300000,0.320000,1.0000,M2.5V,Radial Velocity,1998,0
HD 86226 b,HD 86226,45.68300000,14.30000000,1.43023500000000e+02,1628.00000000000,2.7300000000,176.00,5863.00,0.07188,1.053000,1.019000,4.6000,G1 V,Radial Velocity,2009,0
HD 47186 c,HD 47186,37.45740000,13.00000000,,1353.60000000000,2.3950000000,,5657.00,0.04298,1.080000,0.960000,6.5000,G6 V,Radial Velocity,2008,0
HD 148156 b,HD 148156,57.12890000,13.90000000,,1027.00000000000,2.4500000000,,6308.00,0.25042,1.210000,1.220000,,G0/2 V,Radial Velocity,2009,0
HD 86226 c,HD 86226,45.68300000,2.16000000,7.25000000000000e+00,3.98442000000,0.0490000000,1311.00,5863.00,0.07188,1.053000,1.019000,4.6000,G1 V,Transit,2020,0
HIP 14810 c,HIP 14810,50.48000000,13.60000000,,147.74700000000,0.5490000000,,5544.00,-0.01000,1.070000,1.010000,5.8400,G5,Radial Velocity,2006,0
HIP 14810 b,HIP 14810,50.48000000,13.00000000,,6.67389200000,0.0696000000,,5544.00,-0.01000,1.070000,1.010000,5.8400,G5,Radial Velocity,2005,0
GJ 876 d,GJ 876,4.67517000,2.51000000,6.83000000000000e+00,1.93778000000,0.0208066500,,3293.74,-1.90658,0.300000,0.320000,1.0000,M2.5V,Radial Velocity,2005,0
GJ 876 e,GJ 876,4.67517000,3.92000000,1.46000000000000e+01,124.26000000000,0.3343000000,,3293.74,-1.90658,0.300000,0.320000,1.0000,M2.5V,Radial Velocity,2010,0
gam1 Leo b,gam1 Leo,39.88830000,12.50000000,,428.50000000000,1.1900000000,,4330.00,2.51000,31.880000,1.230000,2.4120,K1 IIIb Fe-0.5,Radial Velocity,2009,0
HD 156411 b,HD 156411,56.86550000,14.00000000,,842.20000000000,1.8800000000,,5900.00,0.73100,2.160000,1.250000,4.2800,F8 IV/V,Radial Velocity,2009,0
HD 8535 b,HD 8535,55.44010000,14.00000000,,1313.00000000000,2.4500000000,,6136.00,0.33266,1.190000,1.130000,,G0 V,Radial Velocity,2010,0
HD 37605 c,HD 37605,46.78640000,13.10000000,,2720.00000000000,3.7400000000,,5329.00,-0.22000,0.910000,0.940000,5.6500,K0,Radial Velocity,2012,0
HD 1605 c,HD 1605,88.80470000,13.00000000,,2149.00000000000,3.5840000000,,4915.00,0.81000,3.490000,1.330000,4.3600,K1 IV,Radial Velocity,2015,0
BD+20 2457 b,BD+20 2457,1539.71000000,12.10000000,,379.63000000000,1.4500000000,,4137.00,3.17000,49.000000,2.800000,,K2 II,Radial Velocity,2009,0
HD 240210 b,HD 240210,372.40500000,12.80000000,,501.75000000000,1.1600000000,,4297.00,1.55000,25.456816,0.820000,5.0850,K3 III,Radial Velocity,2009,0
CoRoT-17 b,CoRoT-17,1176.12000000,11.43000000,7.72290000000000e+02,3.76810000000,0.0461000000,1626.00,5740.00,0.13421,1.590000,1.040000,10.7000,G2 V,Transit,2011,0
HD 132563 b,HD 132563,105.15500000,13.60000000,,1544.00000000000,2.6200000000,,6289.00,0.37408,1.295770,1.231000,2.3100,F8,Radial Velocity,2011,0
HD 55696 b,HD 55696,77.96930000,12.90000000,1.35712729789000e+03,1827.00000000000,3.1800000000,,6012.00,0.43000,1.520000,1.290000,2.6400,G0 V,Radial Velocity,2018,0
HD 148164 b,HD 148164,77.19710000,13.70000000,,328.55000000000,0.9930000000,,6032.00,0.33000,1.340000,1.210000,2.4100,F8,Radial Velocity,2018,0
24 Sex c,24 Sex,72.06910000,13.90000000,,883.00000000000,2.0800000000,,5098.00,1.16400,4.900000,1.540000,2.7000,K0 IV,Radial Velocity,2010,0
HD 22781 b,HD 22781,32.60340000,12.30000000,,528.07000000000,1.1670000000,,5027.00,-0.47556,0.743475,0.750000,4.8000,K1,Radial Velocity,2011,0
HD 148164 c,HD 148164,77.19710000,12.80000000,,5062.00000000000,6.1500000000,,6032.00,0.33000,1.340000,1.210000,2.4100,F8,Radial Velocity,2018,0
HD 90156 b,HD 90156,21.94960000,4.43000000,,49.77000000000,0.2500000000,,5599.00,-0.14267,0.920286,0.840000,4.4000,G5V,Radial Velocity,2009,0
HD 45350 b,HD 45350,46.87330000,13.50000000,,963.60000000000,1.9200000000,,5566.00,0.14065,1.264420,0.980000,8.0000,G5 V,Radial Velocity,2004,0
MOA-2009-BLG-266L b,MOA-2009-BLG-266L,3040.00000000,3.21000000,1.04000000000000e+01,2800.00000000000,3.2000000000,,,,,0.560000,,,Microlensing,2011,0
Kepler-595 c,Kepler-595,643.00900000,1.00900000,3.30000000000000e+00,12.38602000000,0.0983000000,679.00,5138.50,-0.34768,0.821000,0.930000,2.7000,,Transit,2020,0
Kepler-595 b,Kepler-595,643.00900000,3.70800000,1.74000000000000e+01,25.30290920000,0.1582000000,535.00,5138.50,-0.34768,0.821000,0.930000,2.7000,,Transit,2016,0
HD 177830 c,HD 177830,62.76740000,7.87000000,,110.90000000000,0.5137000000,,4949.00,0.68502,2.620000,1.470000,4.4000,K0,Radial Velocity,2010,0
OGLE-TR-111 b,OGLE-TR-111,1068.33000000,11.42197100,1.74799000000000e+02,4.01444630000,0.0473000000,1019.00,5040.00,-0.33862,0.830000,0.820000,8.8000,K2 V,Transit,2004,0
PSR B1257+12 b,PSR B1257+12,600.00000000,0.33800000,2.00000000000000e-02,25.26200000000,0.1900000000,,,,,1.400000,3.0000,,Pulsar Timing,1994,0
PSR B1257+12 d,PSR B1257+12,600.00000000,1.80000000,3.90000000000000e+00,98.21140000000,0.4600000000,,,,,1.400000,3.0000,,Pulsar Timing,1992,0
HD 21749 c,GJ 143,16.32000000,0.89200000,3.70000000000000e+00,7.78993000000,0.0695000000,701.00,4640.00,-0.68620,0.695000,0.730000,3.8000,K4.5,Transit,2019,0
eps Ind A b,eps Ind A,3.63857000,12.70000000,2.00549724817000e+03,16510.00000000000,28.4000000000,275.00,4760.00,-0.62160,0.679000,0.760000,3.5000,K5 V,Radial Velocity,2019,0
CoRoT-18 b,CoRoT-18,764.88900000,14.68000000,1.10282000000000e+03,1.90006930000,0.0295000000,1550.00,5440.00,-0.17000,1.000000,0.950000,0.6000,G9 V,Transit,2011,0
Kepler-45 b,Kepler-45,381.94900000,10.76000000,1.60497000000000e+02,2.45523900000,0.0300000000,1000.00,3820.00,-1.27572,0.550000,0.590000,0.5000,M,Transit,2011,0
WASP-23 b,WASP-23,207.49000000,10.78300000,2.80950000000000e+02,2.94442560000,0.0376000000,1076.55,5150.00,-0.37679,0.765000,0.780000,6.2000,,Transit,2010,0
HD 107148 b,HD 107148,49.41560000,9.60000000,,48.05600000000,0.2690000000,,5797.00,0.12081,1.169193,1.120000,5.6000,G5 V,Radial Velocity,2005,0
SWEEPS-11 b,SWEEPS-11,8500.00000000,12.66600000,3.08282000000000e+03,1.79600000000,0.0300000000,,,,1.450000,1.100000,,,Transit,2006,0
OGLE-TR-211 b,OGLE-TR-211,1515.26000000,15.24400000,3.27351000000000e+02,3.67724000000,0.0510000000,1686.00,6325.00,0.26657,1.640000,1.330000,2.6000,,Transit,2007,0
Lupus-TR-3 b,Lupus-TR-3,773.40900000,9.97600000,2.57431000000000e+02,3.91405000000,0.0464000000,,5000.00,-1.46393,0.820000,0.870000,,,Transit,2007,0
OGLE-2005-BLG-390L b,OGLE-2005-BLG-390L,6600.00000000,2.21000000,5.50000000000000e+00,3285.00000000000,2.6000000000,50.00,,,,0.220000,,,Microlensing,2005,0
HN Peg b,HN Peg,18.11860000,11.77680000,6.99157000000000e+03,,773.0000000000,,6186.00,0.06024,1.006954,1.080000,0.3000,G0 V,Imaging,2006,0
MOA-2009-BLG-387L b,MOA-2009-BLG-387L,5690.00000000,13.20000000,8.30000000000000e+02,1980.00000000000,1.8000000000,,,,,0.190000,,,Microlensing,2010,0
GJ 674 b,GJ 674,4.54896000,3.33000000,,4.69380000000,0.0390000000,,3600.00,-1.79600,0.364630,0.350000,0.5500,M2.5,Radial Velocity,2007,0
CoRoT-11 b,CoRoT-11,655.03700000,16.03000000,7.40510000000000e+02,2.99433000000,0.0436000000,1657.00,6440.00,0.37753,1.370000,1.270000,2.0000,F6 V,Transit,2010,0
2MASS J04414489+2301513 b,2MASS J04414489+2301513,120.42398696,12.60000000,2.38360000000000e+03,,15.0000000000,,2936.00,-2.44363,0.231916,0.019000,0.0010,M8.5,Imaging,2010,0
GJ 3634 b,GJ 3634,20.37790000,2.83000000,8.40000000000000e+00,2.64561000000,0.0287000000,,3517.00,-1.69900,0.430000,0.450000,5.0000,M2.5,Radial Velocity,2010,0
CoRoT-13 b,CoRoT-13,1148.93000000,9.92000000,4.15704000000000e+02,4.03519000000,0.0510000000,1700.00,5945.00,0.07314,1.010000,1.090000,1.6350,G0 V,Transit,2010,0
OGLE-TR-10 b,OGLE-TR-10,1344.97000000,14.01100000,1.97046000000000e+02,3.10127800000,0.0434000000,1702.00,5950.00,0.18800,1.170000,1.140000,3.1000,G2 V,Transit,2004,0
HD 27442 b,HD 27442,18.27040000,13.50000000,,428.10000000000,1.2710000000,,4846.00,0.85090,3.180000,1.230000,10.0000,K1/2III,Radial Velocity,2000,0
GJ 3021 b,GJ 3021,17.55590000,13.10000000,,133.71000000000,0.4900000000,350.00,5540.00,-0.18000,0.900000,0.900000,0.3700,G6 V,Radial Velocity,2000,0
CoRoT-8 b,CoRoT-8,322.03700000,6.39000000,6.99200000000000e+01,6.21229000000,0.0630000000,870.00,5080.00,-0.40000,0.770000,0.880000,3.0000,K1 V,Transit,2010,0
Kepler-18 c,Kepler-18,433.04700000,5.49000000,1.73000000000000e+01,7.64159000000,0.0752000000,899.00,5345.00,-0.03100,1.108000,0.972000,10.0000,,Transit,2011,0
Kepler-18 b,Kepler-18,433.04700000,2.00000000,6.90000000000000e+00,3.50472500000,0.0447000000,1165.00,5345.00,-0.03100,1.108000,0.972000,10.0000,,Transit,2011,0
HD 46375 b,HD 46375,29.55290000,10.00000000,,3.02357300000,0.0398000000,,5285.00,-0.24502,0.914196,0.920000,9.0000,K1 IV-V,Radial Velocity,2000,0
HD 221287 b,HD 221287,55.92310000,13.10000000,,456.10000000000,1.2500000000,,6304.00,0.22011,1.138640,1.250000,1.3000,F7 V,Radial Velocity,2007,0
HD 33564 b,HD 33564,20.95310000,12.50000000,,388.00000000000,1.1000000000,,6250.00,0.53504,1.436700,1.250000,3.0000,F6 V,Radial Velocity,2005,0
HD 189733 b,HD 189733,19.76380000,12.66617000,3.59147900000000e+02,2.21857567000,0.0312600000,1209.00,5052.00,-0.46119,0.750000,0.790000,1.4000,K2 V,Radial Velocity,2005,0
Kepler-4 b,Kepler-4,487.91600000,4.00200000,2.44720000000000e+01,3.21346000000,0.0456000000,1650.00,5857.00,0.35400,1.487000,1.223000,4.5000,,Transit,2009,0
WASP-38 b,WASP-38,136.24000000,13.78707000,1.09333520000000e+03,6.87188000000,0.0752200000,1250.00,6180.00,0.45294,1.520000,1.760000,3.2900,F8 V,Transit,2010,0
Kepler-30 c,Kepler-30,914.22100000,12.30000000,6.40000000000000e+02,60.32310500000,0.3000000000,411.00,5498.00,-0.23658,0.950000,0.990000,2.0000,,Transit,2012,0
Kepler-18 d,Kepler-18,433.04700000,6.98000000,1.64000000000000e+01,14.85888000000,0.1172000000,720.00,5345.00,-0.03100,1.108000,0.972000,10.0000,,Transit,2011,0
HAT-P-37 b,HAT-P-37,390.59400000,13.20400000,3.71528000000000e+02,2.79743600000,0.0379000000,1271.00,5500.00,-0.20800,0.877000,0.929000,3.6000,,Transit,2011,0
HD 129445 b,HD 129445,67.43860000,13.30000000,7.97749301570000e+02,1840.00000000000,2.9000000000,,5646.00,0.08968,1.175816,0.990000,,G6 V,Radial Velocity,2009,0
Kepler-419 c,Kepler-419,1011.36000000,12.60000000,2.32010000000000e+03,675.47000000000,1.6800000000,,6430.00,0.72680,1.740000,1.390000,2.1400,,Transit Timing Variations,2014,0
HD 70573 b,HD 70573,59.18200000,12.80000000,,851.80000000000,1.7600000000,,5737.00,-0.00083,0.976919,1.000000,0.1020,G1-1.5 V,Radial Velocity,2007,0
HD 47536 b,HD 47536,122.53600000,12.60000000,,712.13000000000,1.9300000000,,4380.00,2.24845,23.470000,2.100000,10.1500,K1 III,Radial Velocity,2002,0
WASP-67 b,WASP-67,189.46900000,12.89035000,1.36666900000000e+02,4.61442000000,0.0517900000,1003.00,5200.00,-0.29441,0.880000,0.910000,12.6000,,Transit,2012,0
CoRoT-14 b,CoRoT-14,1744.60000000,12.22000000,2.41540000000000e+03,1.51214000000,0.0270000000,1952.00,6035.00,0.11884,1.210000,1.130000,4.2000,F9 V,Transit,2010,0
MOA-2008-BLG-310L b,MOA-2008-BLG-310L,7700.00000000,5.18000000,2.34000000000000e+01,,1.1000000000,,,,,0.210000,,,Microlensing,2009,0
Kepler-419 b,Kepler-419,1011.36000000,10.80000000,7.94500000000000e+02,69.75460000000,0.3700000000,613.00,6430.00,0.72680,1.740000,1.390000,2.1400,,Transit,2014,0
WASP-43 b,WASP-43,86.74670000,10.42400000,5.65714000000000e+02,0.81347500000,0.0142000000,1426.70,4400.00,-0.82509,0.600000,0.580000,7.0000,K7 V,Transit,2011,0
HD 11964 c,HD 11964,33.53690000,5.38000000,,37.91000000000,0.2290000000,,5303.00,0.45905,2.009710,0.910000,7.4500,G9 V CN+1,Radial Velocity,2008,0
CoRoT-6 b,CoRoT-6,645.29400000,13.06800000,9.40740000000000e+02,8.88659300000,0.0855000000,1017.00,6090.00,0.02573,1.025000,1.050000,2.5000,F9 V,Transit,2009,0
WASP-31 b,WASP-31,383.82900000,17.36300000,1.51916000000000e+02,3.40590960000,0.0465900000,1423.70,6302.00,0.33572,1.252000,1.163000,1.0000,,Transit,2010,0
HD 108236 f,HD 108236,64.59780000,2.01700000,,29.54115000000,0.1758000000,,5660.00,-0.14997,0.877000,0.869000,6.7000,G3 V,Transit,2021,0
Kepler-59 c,Kepler-59,1163.22000000,1.98000000,3.81000000000000e+00,17.98012350000,0.1311400000,752.00,6074.00,0.32374,0.940000,1.040000,0.2600,,Transit,2012,0
WASP-8 c,WASP-8,89.96060000,12.50000000,,4323.00000000000,5.2800000000,,5690.00,-0.05754,0.960000,1.040000,3.0000,G8 V,Radial Velocity,2013,0
HD 154857 c,HD 154857,63.44820000,13.20000000,,3452.00000000000,5.3600000000,,5605.00,0.66269,1.760000,1.718000,5.6400,G5 V,Radial Velocity,2014,0
KOI-217 b,KOI-217,914.69900000,12.44200000,,3.90512000000,0.0477000000,1046.00,5545.00,-0.16872,0.860000,0.950000,1.7000,,Transit,2010,0
Kepler-416 b,Kepler-416,690.81900000,2.48000000,5.82000000000000e+01,6.31900000000,0.0674000000,986.00,5718.00,0.02791,1.075000,1.000000,2.6900,,Transit Timing Variations,2014,0
Kepler-37 e,Kepler-37,63.92070000,0.37000000,,51.19600000000,0.2500000000,401.00,5288.00,-0.32187,0.772000,0.800000,3.8000,,Transit Timing Variations,2014,0
HAT-P-22 b,HAT-P-22,81.76470000,12.89035000,7.85040100000000e+02,3.21222000000,0.0414000000,1463.00,5302.00,-0.11400,1.110000,1.130000,12.4000,G5 V,Transit,2010,0
CHXR 73 b,CHXR 73,190.37400000,12.30000000,3.99448600000000e+03,,210.0000000000,,3099.00,,,0.350000,0.0020,M3.5,Imaging,2006,0
FU Tau b,FU Tau,133.49504660,12.20000000,5.08528000000000e+03,,800.0000000000,2375.00,2838.00,-0.69897,,0.050000,0.0010,M7.25,Imaging,2008,0
GJ 667 C b,GJ 667 C,7.24396000,2.25000000,,7.20300000000,0.0504310000,,3350.00,-1.86300,,0.330000,2.0000,M1.5 V,Radial Velocity,2012,0
HD 187123 b,HD 187123,45.95480000,14.20000000,,3.09658280000,0.0426000000,,5790.00,0.12713,1.150430,1.040000,7.4000,G3 V,Radial Velocity,1998,0
HAT-P-18 b,HAT-P-18,161.40000000,11.15300000,6.26100000000000e+01,5.50802300000,0.0559000000,852.00,4803.00,-0.56900,0.749000,0.770000,12.4000,K2,Transit,2010,0
Kepler-59 b,Kepler-59,1163.22000000,1.10000000,4.10000000000000e+00,11.86817070000,0.0994300000,864.00,6074.00,0.32374,0.940000,1.040000,0.2600,,Transit,2012,0
Kepler-53 b,Kepler-53,1366.07000000,2.89000000,1.11000000000000e+02,18.64895250000,0.1361000000,701.00,5858.00,0.03558,0.890000,0.980000,0.3000,,Transit,2012,0
HD 82943 c,HD 82943,27.59020000,13.40000000,6.22603000000000e+02,220.07800000000,0.7434500000,,5935.00,0.19405,1.182600,1.080000,2.3500,G2/3V,Radial Velocity,2003,0
HD 82943 b,HD 82943,27.59020000,13.50000000,5.34250000000000e+02,441.47000000000,1.1830600000,,5935.00,0.19405,1.182600,1.080000,2.3500,G2/3V,Radial Velocity,2003,0
UZ For b,UZ For,239.60387482,,2.00220000000000e+03,5840.00000000000,5.9000000000,,5286.90,,,0.700000,,,Eclipse Timing Variations,2011,0
Kepler-69 b,Kepler-69,730.62500000,2.24000000,,13.72234100000,0.0940000000,779.00,5638.00,-0.09700,0.930000,0.810000,13.1800,G4 V,Transit,2013,0
HIP 5158 c,HIP 5158,51.60260000,12.20000000,,9017.76000000000,7.7000000000,,4813.00,-0.56080,0.754089,0.780000,6.0000,,Radial Velocity,2011,0
Kepler-58 c,Kepler-58,969.25200000,2.86000000,5.30000000000000e+01,15.57415680000,0.1230700000,799.00,5843.00,-0.00422,1.030000,0.950000,2.1400,,Transit,2012,0
Kepler-30 b,Kepler-30,914.22100000,3.90000000,1.13000000000000e+01,29.33434000000,0.1800000000,524.00,5498.00,-0.23658,0.950000,0.990000,2.0000,,Transit,2012,0
Kepler-65 d,Kepler-65,303.72800000,1.52000000,4.14000000000000e+00,8.13123000000,0.0840000000,1117.00,6211.00,0.46740,1.410000,1.250000,2.9000,,Transit,2012,0
Kepler-52 c,Kepler-52,321.54200000,1.84000000,4.54000000000000e+01,16.38500210000,0.1037900000,433.00,4075.00,-0.99568,0.520000,0.540000,1.0100,M0 V,Transit,2012,0
Kepler-55 b,Kepler-55,578.79600000,2.43000000,4.30000000000000e+01,27.94814490000,0.1593000000,400.00,4362.00,-0.76324,0.580000,0.620000,2.3400,,Transit,2012,0
UZ For c,UZ For,239.60387482,,2.44720000000000e+03,1916.25000000000,2.8000000000,,5286.90,,,0.700000,,,Eclipse Timing Variations,2011,0
Kepler-413 b,Kepler-413,847.53600000,4.34700000,6.70000000000000e+01,66.26200000000,0.3553000000,,4700.00,-0.42994,0.776100,0.820000,,,Transit,2014,0
WASP-14 b,WASP-14,161.99700000,15.46842000,2.80961720000000e+03,2.24375000000,0.0370000000,1872.00,6475.00,0.42732,1.400000,1.620000,0.7500,,Transit,2008,0
HAT-P-2 b,HAT-P-2,127.77400000,10.65975900,2.86681223114000e+03,5.63351580000,0.0681400000,1540.00,6380.00,0.53000,1.390000,1.330000,1.4400,F8,Transit,2007,0
HAT-P-42 b,HAT-P-42,405.23800000,14.34800000,3.31801000000000e+02,4.64187800000,0.0575000000,1428.00,5743.00,0.35600,1.530000,1.178000,5.2000,,Transit,2012,0
